nodes,edges,unique_cves,trivy_vuln_count,crossings_raw,crossings_normalized,crossings_per_edge,drawing_area,area_per_node,edge_length_cv
44,115,29,90,801,0.8400,6.9652,7812558.92,177558.16,0.5894
