nodes,edges,unique_cves,trivy_vuln_count,crossings_raw,crossings_normalized,crossings_per_edge,drawing_area,area_per_node,edge_length_cv
132,266,29,90,2064,0.9341,7.7594,7534698.00,57081.05,0.9247
