nodes,edges,unique_cves,trivy_vuln_count,crossings_raw,crossings_normalized,crossings_per_edge,drawing_area,area_per_node,edge_length_cv
16,22,4,20,7,0.9595,0.3182,716148.00,44759.25,0.6017
