nodes,edges,unique_cves,trivy_vuln_count,crossings_raw,crossings_normalized,crossings_per_edge,drawing_area,area_per_node,edge_length_cv
47,111,28,116,633,0.8662,5.7027,4292174.00,91322.85,0.6788
