nodes,edges,unique_cves,trivy_vuln_count,crossings_raw,crossings_normalized,crossings_per_edge,drawing_area,area_per_node,edge_length_cv
21,37,8,25,38,0.9248,1.0270,1028859.00,48993.29,0.5957
