nodes,edges,unique_cves,trivy_vuln_count,crossings_raw,crossings_normalized,crossings_per_edge,drawing_area,area_per_node,edge_length_cv
122,193,25,25,899,0.9472,4.6580,7612366.50,62396.45,1.1253
