nodes,edges,unique_cves,trivy_vuln_count,crossings_raw,crossings_normalized,crossings_per_edge,drawing_area,area_per_node,edge_length_cv
92,126,25,25,163,0.9772,1.2937,3872756.25,42095.18,0.8801
