nodes,edges,unique_cves,trivy_vuln_count,crossings_raw,crossings_normalized,crossings_per_edge,drawing_area,area_per_node,edge_length_cv
830,5675,102,189,5252118,0.6665,925.4833,205853531.25,248016.30,0.6456
