nodes,edges,unique_cves,trivy_vuln_count,crossings_raw,crossings_normalized,crossings_per_edge,drawing_area,area_per_node,edge_length_cv
78,27,61,189,12,0.9551,0.4444,10441442.75,133864.65,0.8561
