nodes,edges,unique_cves,trivy_vuln_count,crossings_raw,crossings_normalized,crossings_per_edge,drawing_area,area_per_node,edge_length_cv
17,23,4,10,15,0.9206,0.6522,383098.00,22535.18,0.4779
