nodes,edges,unique_cves,trivy_vuln_count,crossings_raw,crossings_normalized,crossings_per_edge,drawing_area,area_per_node,edge_length_cv
61,96,10,10,230,0.9441,2.3958,2739308.25,44906.69,0.7220
