nodes,edges,unique_cves,trivy_vuln_count,crossings_raw,crossings_normalized,crossings_per_edge,drawing_area,area_per_node,edge_length_cv
30,45,4,10,36,0.9579,0.8000,982378.50,32745.95,0.6911
