nodes,edges,unique_cves,trivy_vuln_count,crossings_raw,crossings_normalized,crossings_per_edge,drawing_area,area_per_node,edge_length_cv
20,34,8,14,40,0.9074,1.1765,885762.00,44288.10,0.5619
